Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 11/17/2016 2:47:13 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
dDocent_Contig_15887_25    2     1768  0.473  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_15887_41    2     1768  0.458  0.457  0.352  0.896  0.824  0.733  0.400  0.622
dDocent_Contig_16055_115    2     1748  0.416  0.409  0.325  0.916  0.837  0.749  0.433  0.654
dDocent_Contig_16197_7    2     1756  0.782  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_16217_72    2     1786  0.415  0.410  0.326  0.916  0.837  0.749  0.432  0.653
dDocent_Contig_16238_20    2     1788  0.403  0.404  0.322  0.918  0.839  0.751  0.437  0.657
dDocent_Contig_16238_77    2     1788  0.494  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_16329_106    2     1790  0.349  0.363  0.297  0.934  0.851  0.766  0.472  0.686
dDocent_Contig_16376_122    2     1782  0.732  0.485  0.367  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_16376_128    2     1782  0.566  0.491  0.371  0.879  0.815  0.722  0.380  0.599
dDocent_Contig_16376_134    2     1782  0.536  0.478  0.364  0.886  0.818  0.726  0.387  0.608
dDocent_Contig_16468_27    2     1807  0.752  0.470  0.360  0.890  0.820  0.728  0.391  0.613
dDocent_Contig_16626_11    2     1790  0.498  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_16727_25    2     1799  0.451  0.435  0.340  0.905  0.830  0.740  0.414  0.636
dDocent_Contig_16821_28    2     1813  0.944  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_16821_38    2     1813  0.867  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_16821_39    2     1813  0.736  0.467  0.358  0.891  0.821  0.729  0.393  0.615
dDocent_Contig_16833_40    2     1730  0.427  0.418  0.331  0.912  0.835  0.745  0.426  0.647
dDocent_Contig_16965_52    2     1767  0.470  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_16965_91    2     1767  0.338  0.351  0.289  0.938  0.855  0.771  0.483  0.695
dDocent_Contig_16965_140    2     1767  0.423  0.425  0.335  0.910  0.833  0.743  0.421  0.643
dDocent_Contig_16981_133    2     1748  0.449  0.461  0.355  0.894  0.823  0.731  0.397  0.619
dDocent_Contig_17063_20    2     1791  0.337  0.336  0.279  0.944  0.860  0.777  0.497  0.706
dDocent_Contig_17063_40    2     1791  0.487  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_17063_70    2     1791  0.510  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_17063_135    2     1791  0.472  0.464  0.356  0.893  0.822  0.730  0.395  0.617
dDocent_Contig_17074_70    2     1771  0.707  0.470  0.359  0.890  0.820  0.728  0.392  0.613
dDocent_Contig_17218_100    2     1744  0.769  0.477  0.363  0.886  0.818  0.726  0.387  0.608
dDocent_Contig_17249_104    2     1757  0.357  0.340  0.282  0.942  0.859  0.775  0.493  0.703
dDocent_Contig_17254_20    2     1750  0.305  0.348  0.288  0.939  0.856  0.772  0.485  0.697
dDocent_Contig_17254_141    2     1745  0.457  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_17338_9    2     1805  0.948  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_17338_10    2     1805  0.948  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_17338_18    2     1805  0.852  0.491  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_17338_39    2     1805  0.852  0.491  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_17338_46    2     1805  0.912  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_17458_11    2     1774  0.335  0.342  0.284  0.941  0.858  0.774  0.491  0.702
dDocent_Contig_17533_60    2     1770  0.620  0.463  0.356  0.893  0.822  0.731  0.396  0.617
dDocent_Contig_17589_67    2     1799  0.461  0.469  0.359  0.890  0.820  0.729  0.392  0.613
dDocent_Contig_17609_108    2     1788  0.437  0.422  0.333  0.911  0.833  0.744  0.423  0.645
dDocent_Contig_17662_34    2     1750  0.487  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_17662_36    2     1750  0.487  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_17662_40    2     1750  0.487  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_17804_7    2     1789  0.480  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_17864_72    2     1795  0.450  0.435  0.340  0.906  0.830  0.740  0.414  0.636
dDocent_Contig_17919_94    2     1776  0.878  0.495  0.373  0.877  0.814  0.720  0.377  0.597
dDocent_Contig_18109_105    2     1801  0.435  0.420  0.332  0.912  0.834  0.745  0.425  0.646
dDocent_Contig_18428_91    2     1774  0.462  0.364  0.298  0.934  0.851  0.765  0.470  0.685
dDocent_Contig_18459_64    2     1754  0.509  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_18519_143    2     1782  0.382  0.375  0.305  0.930  0.848  0.761  0.461  0.678
dDocent_Contig_18537_117    2     1777  0.341  0.333  0.278  0.945  0.861  0.778  0.500  0.709
dDocent_Contig_18575_90    2     1754  0.492  0.381  0.308  0.928  0.846  0.759  0.456  0.674
dDocent_Contig_18575_96    2     1754  0.582  0.435  0.340  0.905  0.830  0.740  0.414  0.636
dDocent_Contig_18575_138    2     1750  0.402  0.330  0.276  0.946  0.862  0.779  0.503  0.711
dDocent_Contig_18641_73    2     1778  0.479  0.473  0.361  0.888  0.819  0.727  0.389  0.611
dDocent_Contig_18661_84    2     1782  0.371  0.351  0.289  0.938  0.855  0.771  0.483  0.695
dDocent_Contig_18712_81    2     1781  0.424  0.419  0.331  0.912  0.834  0.745  0.426  0.647
dDocent_Contig_18712_126    2     1781  0.499  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_18712_127    2     1781  0.499  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_18928_23    2     1779  0.481  0.473  0.361  0.888  0.819  0.727  0.390  0.611
dDocent_Contig_18928_71    2     1779  0.494  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_18967_82    2     1791  0.500  0.496  0.373  0.877  0.814  0.720  0.377  0.596
dDocent_Contig_19154_22    2     1776  0.732  0.465  0.357  0.892  0.822  0.730  0.395  0.616
dDocent_Contig_19154_33    2     1776  0.726  0.463  0.356  0.893  0.822  0.730  0.395  0.617
dDocent_Contig_19154_85    2     1776  0.486  0.410  0.326  0.916  0.837  0.749  0.433  0.653
dDocent_Contig_19154_109    2     1776  0.693  0.454  0.351  0.897  0.825  0.734  0.402  0.624
dDocent_Contig_19154_123    2     1776  0.690  0.453  0.350  0.898  0.825  0.734  0.402  0.624
dDocent_Contig_19154_125    2     1776  0.690  0.453  0.350  0.898  0.825  0.734  0.402  0.624
dDocent_Contig_19154_134    2     1775  0.692  0.453  0.351  0.897  0.825  0.734  0.402  0.624
dDocent_Contig_19154_137    2     1775  0.692  0.453  0.351  0.897  0.825  0.734  0.402  0.624
dDocent_Contig_19185_33    2     1774  0.920  0.499  0.374  0.876  0.813  0.719  0.376  0.594
dDocent_Contig_19185_70    2     1774  0.611  0.427  0.336  0.909  0.832  0.743  0.420  0.642
dDocent_Contig_19185_84    2     1774  0.434  0.342  0.284  0.941  0.858  0.774  0.491  0.702
dDocent_Contig_19234_49    2     1730  0.431  0.412  0.327  0.915  0.836  0.748  0.430  0.652
dDocent_Contig_19330_46    2     1786  0.403  0.398  0.319  0.921  0.841  0.753  0.442  0.661
dDocent_Contig_19345_122    2     1738  0.374  0.464  0.356  0.892  0.822  0.730  0.395  0.617
dDocent_Contig_19397_56    2     1799  0.988  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19397_64    2     1799  0.989  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19397_100    2     1799  0.989  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19397_116    2     1799  0.989  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19397_123    2     1799  0.988  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19432_121    2     1779  0.358  0.363  0.297  0.934  0.852  0.766  0.472  0.687
dDocent_Contig_19658_138    2     1763  0.385  0.371  0.302  0.931  0.849  0.763  0.465  0.681
dDocent_Contig_20018_22    2     1752  0.474  0.436  0.341  0.905  0.830  0.740  0.413  0.635
dDocent_Contig_20022_92    2     1778  0.444  0.430  0.337  0.908  0.831  0.742  0.418  0.640
dDocent_Contig_20023_137    2     1774  0.380  0.376  0.305  0.929  0.847  0.761  0.460  0.677
dDocent_Contig_20261_72    2     1784  0.331  0.335  0.279  0.944  0.860  0.777  0.498  0.707
dDocent_Contig_20697_132    2     1796  0.324  0.327  0.273  0.947  0.863  0.781  0.507  0.713
dDocent_Contig_20845_9    2     1814  0.533  0.405  0.323  0.918  0.839  0.750  0.436  0.657
dDocent_Contig_20845_98    2     1814  0.613  0.446  0.347  0.901  0.827  0.736  0.406  0.629
dDocent_Contig_20874_98    2     1752  0.995  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_21093_49    2     1801  0.908  0.496  0.373  0.877  0.814  0.720  0.377  0.596
dDocent_Contig_21093_117    2     1801  0.867  0.491  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_21218_22    2     1753  0.398  0.415  0.329  0.914  0.836  0.747  0.429  0.650
dDocent_Contig_21251_19    2     1750  0.846  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_21332_18    2     1771  0.416  0.448  0.348  0.900  0.826  0.735  0.405  0.627
dDocent_Contig_21548_9    2     1790  0.883  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_21548_14    2     1793  0.893  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_21548_64    2     1793  0.837  0.491  0.370  0.880  0.815  0.722  0.380  0.599
dDocent_Contig_21770_78    2     1769  0.651  0.454  0.351  0.897  0.825  0.734  0.402  0.624
dDocent_Contig_21770_104    2     1769  0.657  0.463  0.356  0.893  0.822  0.731  0.396  0.618
dDocent_Contig_21770_105    2     1769  0.657  0.463  0.356  0.893  0.822  0.731  0.396  0.618
dDocent_Contig_21860_32    2     1753  0.471  0.473  0.361  0.888  0.819  0.727  0.390  0.611
dDocent_Contig_21867_141    2     1762  0.461  0.447  0.347  0.900  0.826  0.736  0.406  0.628
dDocent_Contig_21921_130    2     1800  0.414  0.400  0.320  0.920  0.840  0.752  0.440  0.660
dDocent_Contig_21977_28    2     1813  0.953  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_21977_63    2     1813  0.701  0.459  0.353  0.895  0.823  0.732  0.398  0.620
dDocent_Contig_22058_46    2     1765  0.392  0.392  0.315  0.923  0.842  0.755  0.446  0.665
dDocent_Contig_22058_119    2     1765  0.390  0.391  0.314  0.924  0.843  0.755  0.448  0.667
dDocent_Contig_22354_59    2     1747  0.596  0.459  0.354  0.895  0.823  0.732  0.398  0.620
dDocent_Contig_22354_71    2     1747  0.514  0.459  0.354  0.895  0.823  0.732  0.398  0.620
dDocent_Contig_22354_124    2     1747  0.511  0.435  0.340  0.905  0.830  0.740  0.414  0.636
dDocent_Contig_22365_7    2     1806  0.995  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22366_72    2     1782  0.331  0.347  0.287  0.940  0.857  0.772  0.487  0.698
dDocent_Contig_22366_99    2     1782  0.415  0.428  0.336  0.909  0.832  0.742  0.419  0.641
dDocent_Contig_22641_21    2     1784  0.478  0.464  0.356  0.893  0.822  0.730  0.395  0.617
dDocent_Contig_22641_109    2     1784  0.484  0.486  0.368  0.882  0.816  0.723  0.382  0.602
dDocent_Contig_22696_28    2     1770  0.441  0.430  0.338  0.907  0.831  0.741  0.417  0.639
dDocent_Contig_22749_41    2     1741  0.971  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22749_88    2     1741  0.975  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22749_93    2     1741  0.978  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22749_108    2     1741  0.975  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22749_115    2     1741  0.967  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22749_124    2     1739  0.972  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22805_122    2     1782  0.475  0.455  0.351  0.897  0.824  0.733  0.401  0.623
dDocent_Contig_23249_24    2     1788  0.774  0.483  0.366  0.883  0.817  0.724  0.384  0.605
dDocent_Contig_23249_33    2     1788  0.653  0.455  0.351  0.897  0.824  0.733  0.401  0.623
dDocent_Contig_23312_97    2     1786  0.370  0.371  0.302  0.931  0.849  0.763  0.464  0.681
dDocent_Contig_23405_141    2     1788  0.423  0.439  0.343  0.904  0.829  0.738  0.411  0.633
dDocent_Contig_23423_16    2     1746  0.434  0.401  0.321  0.920  0.840  0.752  0.439  0.659
dDocent_Contig_23423_40    2     1746  0.426  0.415  0.329  0.914  0.835  0.747  0.428  0.649
dDocent_Contig_23559_28    2     1783  0.413  0.408  0.325  0.917  0.838  0.749  0.434  0.654
dDocent_Contig_23559_76    2     1783  0.435  0.426  0.335  0.909  0.832  0.743  0.420  0.642
dDocent_Contig_23831_101    2     1769  0.457  0.451  0.349  0.898  0.825  0.735  0.403  0.626
dDocent_Contig_24160_16    2     1758  0.496  0.497  0.374  0.876  0.813  0.720  0.376  0.595
dDocent_Contig_24267_89    2     1769  0.394  0.404  0.323  0.918  0.839  0.750  0.437  0.657
dDocent_Contig_24267_109    2     1769  0.331  0.330  0.276  0.945  0.862  0.779  0.503  0.711
dDocent_Contig_24267_111    2     1769  0.300  0.322  0.270  0.948  0.865  0.782  0.511  0.717
dDocent_Contig_24492_105    2     1753  0.501  0.485  0.368  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_24830_57    2     1786  0.376  0.354  0.292  0.937  0.854  0.769  0.480  0.693
dDocent_Contig_24830_84    2     1786  0.456  0.425  0.335  0.910  0.833  0.743  0.421  0.643
dDocent_Contig_24830_97    2     1786  0.442  0.407  0.324  0.917  0.838  0.750  0.435  0.655
dDocent_Contig_24830_99    2     1786  0.442  0.407  0.324  0.917  0.838  0.750  0.435  0.655
dDocent_Contig_24903_104    2     1771  0.508  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_24953_10    2     1765  0.940  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24953_17    2     1765  0.939  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24953_65    2     1765  0.943  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24953_75    2     1765  0.935  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24953_100    2     1765  0.935  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24953_140    2     1755  0.938  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24953_141    2     1755  0.941  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_25152_88    2     1796  0.402  0.338  0.281  0.943  0.860  0.776  0.495  0.705
dDocent_Contig_25152_120    2     1796  0.429  0.345  0.285  0.940  0.857  0.773  0.489  0.700
dDocent_Contig_25152_121    2     1796  0.429  0.345  0.285  0.940  0.857  0.773  0.489  0.700
dDocent_Contig_25152_128    2     1796  0.398  0.321  0.270  0.948  0.865  0.783  0.512  0.717
dDocent_Contig_25209_25    2     1760  0.669  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_25209_42    2     1760  0.522  0.407  0.324  0.917  0.838  0.750  0.435  0.655
dDocent_Contig_25209_114    2     1760  0.616  0.455  0.351  0.897  0.824  0.733  0.401  0.623
dDocent_Contig_25209_131    2     1760  0.613  0.454  0.351  0.897  0.825  0.733  0.401  0.623
dDocent_Contig_25209_141    2     1752  0.521  0.397  0.318  0.921  0.841  0.753  0.443  0.662
dDocent_Contig_25264_110    2     1781  0.372  0.350  0.288  0.939  0.856  0.771  0.484  0.696
dDocent_Contig_25264_129    2     1781  0.461  0.472  0.361  0.889  0.820  0.728  0.390  0.611
dDocent_Contig_25266_77    2     1798  0.506  0.474  0.361  0.888  0.819  0.727  0.389  0.610
dDocent_Contig_25269_27    2     1750  0.481  0.485  0.367  0.883  0.816  0.724  0.383  0.603
dDocent_Contig_25269_70    2     1750  0.501  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_25269_108    2     1750  0.490  0.482  0.366  0.884  0.817  0.724  0.385  0.605
dDocent_Contig_25407_30    2     1795  0.315  0.326  0.273  0.947  0.864  0.781  0.507  0.714
dDocent_Contig_25407_62    2     1794  0.450  0.425  0.335  0.910  0.833  0.743  0.421  0.643
dDocent_Contig_25815_59    2     1751  0.500  0.480  0.365  0.885  0.818  0.725  0.386  0.606
dDocent_Contig_26009_17    2     1790  0.472  0.448  0.348  0.900  0.826  0.735  0.405  0.627
dDocent_Contig_26047_67    2     1756  0.500  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_26085_18    2     1798  0.441  0.428  0.337  0.908  0.832  0.742  0.419  0.641
dDocent_Contig_26182_119    2     1767  0.435  0.448  0.348  0.899  0.826  0.735  0.405  0.627
dDocent_Contig_26246_122    2     1762  0.377  0.378  0.306  0.929  0.847  0.760  0.458  0.676
dDocent_Contig_26350_109    2     1771  0.416  0.422  0.333  0.911  0.834  0.744  0.423  0.645
dDocent_Contig_26876_64    2     1739  0.396  0.389  0.313  0.924  0.843  0.756  0.449  0.668
dDocent_Contig_26949_15    2     1767  0.450  0.451  0.349  0.899  0.825  0.735  0.403  0.626
dDocent_Contig_26949_32    2     1767  0.513  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_26949_102    2     1767  0.513  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_26949_144    2     1755  0.510  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_27032_118    2     1761  0.513  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_27147_87    2     1791  0.534  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_27157_28    2     1798  0.353  0.348  0.287  0.940  0.856  0.772  0.486  0.698
dDocent_Contig_27317_56    2     1746  0.347  0.347  0.287  0.940  0.857  0.772  0.486  0.698
dDocent_Contig_27619_77    2     1799  0.579  0.439  0.343  0.904  0.829  0.738  0.411  0.633
dDocent_Contig_27619_83    2     1799  0.510  0.380  0.308  0.928  0.846  0.759  0.457  0.674
dDocent_Contig_27619_90    2     1799  0.519  0.385  0.311  0.926  0.845  0.758  0.453  0.671
dDocent_Contig_27908_113    2     1764  0.404  0.423  0.333  0.911  0.833  0.744  0.423  0.644
dDocent_Contig_28093_55    2     1741  0.444  0.446  0.347  0.901  0.827  0.736  0.406  0.629
dDocent_Contig_28093_88    2     1741  0.422  0.433  0.339  0.906  0.830  0.741  0.415  0.638
dDocent_Contig_28093_110    2     1741  0.492  0.484  0.367  0.883  0.816  0.724  0.383  0.604
dDocent_Contig_28104_16    2     1738  0.847  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_28104_102    2     1738  0.946  0.499  0.374  0.876  0.813  0.719  0.376  0.594
dDocent_Contig_28104_125    2     1738  0.876  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_28117_49    2     1734  0.466  0.467  0.358  0.891  0.821  0.729  0.393  0.615
dDocent_Contig_28201_108    2     1790  0.507  0.498  0.374  0.876  0.813  0.720  0.376  0.595
dDocent_Contig_28206_66    2     1807  0.879  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_28206_139    2     1806  0.873  0.496  0.373  0.877  0.814  0.720  0.377  0.596
dDocent_Contig_28296_129    2     1785  0.424  0.426  0.335  0.909  0.833  0.743  0.421  0.642
dDocent_Contig_28391_114    2     1780  0.346  0.347  0.287  0.940  0.857  0.772  0.486  0.698
dDocent_Contig_28743_58    2     1807  0.904  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_28743_114    2     1806  0.906  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_28782_66    2     1766  0.360  0.369  0.301  0.932  0.849  0.763  0.466  0.682
dDocent_Contig_29285_123    2     1755  0.507  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_29443_32    2     1804  0.789  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_29529_136    2     1793  0.491  0.473  0.361  0.888  0.819  0.727  0.390  0.611
