Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 12/20/2016 4:40:53 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
dDocent_Contig_18712_126    2     1715  0.478  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_18712_127    2     1715  0.478  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_18928_71    2     1712  0.471  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_18967_82    2     1718  0.494  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_19042_142    2     1706  0.474  0.483  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_19614_66    2     1707  0.474  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19793_21    2     1704  0.482  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19897_37    2     1700  0.473  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_20180_18    2     1706  0.478  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_20317_30    2     1697  0.441  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_20332_101    2     1707  0.470  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_20572_81    2     1706  0.481  0.478  0.364  0.886  0.818  0.726  0.387  0.607
dDocent_Contig_21109_105    2     1709  0.481  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_21146_100    2     1708  0.480  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_21395_27    2     1708  0.473  0.492  0.371  0.879  0.814  0.721  0.379  0.599
dDocent_Contig_21520_29    2     1706  0.472  0.488  0.369  0.881  0.816  0.722  0.381  0.601
dDocent_Contig_21710_112    2     1703  0.484  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_21724_49    2     1712  0.443  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_21724_139    2     1711  0.437  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_21746_18    2     1710  0.472  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_22074_75    2     1712  0.459  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_22136_35    2     1706  0.481  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_22189_125    2     1715  0.497  0.496  0.373  0.877  0.814  0.720  0.377  0.596
dDocent_Contig_22194_26    2     1708  0.489  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22194_140    2     1707  0.499  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22641_109    2     1713  0.468  0.487  0.368  0.882  0.816  0.723  0.382  0.602
dDocent_Contig_22842_65    2     1704  0.512  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22865_19    2     1706  0.454  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_22946_17    2     1704  0.479  0.492  0.371  0.879  0.814  0.721  0.379  0.599
dDocent_Contig_22946_76    2     1704  0.468  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_22946_98    2     1702  0.498  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22951_17    2     1707  0.461  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_22951_103    2     1707  0.460  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_23114_68    2     1706  0.458  0.485  0.367  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_23114_91    2     1706  0.490  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_23161_91    2     1703  0.485  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_23227_24    2     1717  0.493  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_23345_13    2     1710  0.508  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_23368_106    2     1705  0.489  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_23381_104    2     1712  0.473  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_23491_64    2     1702  0.478  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_23533_111    2     1710  0.490  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_23644_60    2     1696  0.451  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_24133_35    2     1705  0.477  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_24155_9    2     1710  0.500  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_24160_16    2     1701  0.473  0.498  0.374  0.876  0.813  0.720  0.376  0.595
dDocent_Contig_24245_65    2     1709  0.478  0.486  0.368  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_24492_105    2     1709  0.484  0.487  0.368  0.881  0.816  0.723  0.382  0.602
dDocent_Contig_24497_53    2     1700  0.449  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24534_88    2     1701  0.503  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_24603_43    2     1700  0.469  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_24625_84    2     1702  0.468  0.485  0.367  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_24625_140    2     1702  0.471  0.487  0.368  0.881  0.816  0.723  0.382  0.602
dDocent_Contig_24853_123    2     1691  0.457  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_24854_107    2     1708  0.482  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_24856_96    2     1699  0.469  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_24903_104    2     1710  0.492  0.488  0.369  0.881  0.816  0.723  0.381  0.601
dDocent_Contig_25038_112    2     1701  0.487  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_25077_92    2     1700  0.459  0.488  0.369  0.881  0.816  0.722  0.381  0.601
dDocent_Contig_25269_27    2     1708  0.457  0.486  0.368  0.882  0.816  0.723  0.382  0.602
dDocent_Contig_25269_70    2     1707  0.481  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_25269_108    2     1708  0.461  0.478  0.364  0.886  0.818  0.726  0.387  0.608
dDocent_Contig_25274_22    2     1700  0.474  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_25287_56    2     1703  0.463  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_25347_118    2     1695  0.440  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_25611_117    2     1703  0.487  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_25815_59    2     1700  0.496  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_25939_103    2     1713  0.485  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_25939_109    2     1713  0.483  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_25945_102    2     1698  0.432  0.483  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_25962_18    2     1705  0.472  0.479  0.364  0.885  0.818  0.725  0.386  0.607
dDocent_Contig_25977_47    2     1697  0.459  0.485  0.367  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_26004_113    2     1710  0.485  0.488  0.369  0.881  0.816  0.723  0.381  0.602
dDocent_Contig_26047_67    2     1713  0.480  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_26508_133    2     1705  0.450  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_26558_121    2     1704  0.446  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_26851_57    2     1712  0.463  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_26869_89    2     1706  0.472  0.483  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_26949_32    2     1703  0.491  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_26949_102    2     1703  0.490  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_26949_144    2     1703  0.485  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_27032_118    2     1713  0.487  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_27070_116    2     1698  0.466  0.488  0.369  0.881  0.816  0.723  0.381  0.601
dDocent_Contig_27147_87    2     1711  0.523  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_27205_49    2     1716  0.471  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_27612_46    2     1705  0.490  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_27711_36    2     1707  0.496  0.492  0.371  0.879  0.814  0.721  0.379  0.599
dDocent_Contig_27771_52    2     1716  0.470  0.495  0.372  0.877  0.814  0.720  0.378  0.597
dDocent_Contig_27838_55    2     1724  0.498  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_27838_67    2     1724  0.479  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_27838_69    2     1724  0.479  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_27858_71    2     1713  0.470  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_27858_77    2     1713  0.461  0.484  0.367  0.883  0.816  0.724  0.383  0.604
dDocent_Contig_27858_139    2     1711  0.473  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_27904_134    2     1704  0.488  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_28093_110    2     1711  0.477  0.484  0.367  0.883  0.817  0.724  0.384  0.604
dDocent_Contig_28201_108    2     1713  0.497  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_28237_23    2     1702  0.468  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_28332_41    2     1701  0.501  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_28418_38    2     1710  0.463  0.495  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_28539_73    2     1708  0.487  0.495  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_28539_80    2     1708  0.487  0.495  0.373  0.877  0.814  0.720  0.377  0.597
dDocent_Contig_28609_30    2     1712  0.525  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_28752_22    2     1709  0.465  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_28752_61    2     1709  0.466  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_28855_40    2     1704  0.485  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_28855_45    2     1704  0.487  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_29250_96    2     1705  0.474  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_29285_123    2     1707  0.494  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_29293_90    2     1670  0.470  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_29375_121    2     1704  0.457  0.483  0.366  0.883  0.817  0.724  0.384  0.604
dDocent_Contig_29395_120    2     1701  0.469  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_29395_135    2     1701  0.464  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_29427_119    2     1702  0.462  0.487  0.368  0.882  0.816  0.723  0.382  0.602
dDocent_Contig_29634_59    2     1702  0.500  0.491  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_29791_59    2     1710  0.471  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_29926_109    2     1709  0.498  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_30095_100    2     1703  0.489  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_30125_69    2     1715  0.507  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_30437_9    2     1700  0.507  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_30443_105    2     1717  0.490  0.496  0.373  0.877  0.814  0.720  0.377  0.597
dDocent_Contig_30446_63    2     1714  0.468  0.488  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_30543_133    2     1700  0.451  0.478  0.363  0.886  0.818  0.726  0.387  0.608
dDocent_Contig_30588_133    2     1701  0.436  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_30593_43    2     1697  0.471  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_30726_60    2     1683  0.460  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_30863_109    2     1713  0.475  0.484  0.367  0.883  0.816  0.724  0.383  0.604
dDocent_Contig_30870_76    2     1702  0.484  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_30933_52    2     1694  0.452  0.485  0.367  0.883  0.816  0.724  0.383  0.604
dDocent_Contig_30975_7    2     1689  0.487  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_30998_132    2     1708  0.481  0.493  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_31157_62    2     1705  0.477  0.491  0.370  0.880  0.815  0.722  0.380  0.599
dDocent_Contig_31250_36    2     1699  0.461  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_31421_130    2     1708  0.471  0.491  0.371  0.879  0.815  0.722  0.380  0.599
dDocent_Contig_31436_61    2     1710  0.474  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_31851_84    2     1698  0.462  0.487  0.368  0.881  0.816  0.723  0.382  0.602
dDocent_Contig_31851_143    2     1696  0.471  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_31926_136    2     1713  0.494  0.488  0.369  0.881  0.816  0.722  0.381  0.601
dDocent_Contig_32030_40    2     1692  0.463  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_32055_11    2     1698  0.469  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_32385_26    2     1700  0.472  0.488  0.369  0.881  0.816  0.723  0.381  0.602
dDocent_Contig_32391_25    2     1716  0.494  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_32491_26    2     1698  0.489  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_32491_104    2     1698  0.468  0.492  0.371  0.879  0.814  0.721  0.379  0.599
dDocent_Contig_32617_116    2     1709  0.482  0.488  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_32617_121    2     1709  0.507  0.499  0.374  0.876  0.813  0.719  0.376  0.594
dDocent_Contig_32856_86    2     1699  0.487  0.484  0.367  0.883  0.817  0.724  0.384  0.604
dDocent_Contig_33071_31    2     1685  0.474  0.491  0.370  0.879  0.815  0.722  0.380  0.599
dDocent_Contig_33071_73    2     1685  0.480  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_33083_73    2     1698  0.446  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_33083_98    2     1698  0.440  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_33096_52    2     1698  0.500  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_33111_144    2     1705  0.480  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_33157_109    2     1705  0.493  0.497  0.374  0.876  0.813  0.720  0.376  0.596
dDocent_Contig_33196_58    2     1712  0.478  0.493  0.371  0.878  0.814  0.721  0.379  0.598
dDocent_Contig_33326_90    2     1703  0.466  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_33326_91    2     1703  0.466  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_33342_22    2     1710  0.494  0.489  0.369  0.880  0.815  0.722  0.381  0.601
dDocent_Contig_33490_110    2     1712  0.466  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_33503_136    2     1702  0.496  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_33512_13    2     1706  0.513  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_33537_136    2     1719  0.514  0.489  0.369  0.880  0.815  0.722  0.381  0.601
dDocent_Contig_33811_70    2     1697  0.438  0.499  0.374  0.876  0.813  0.719  0.376  0.594
dDocent_Contig_34150_16    2     1697  0.441  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_34178_28    2     1700  0.486  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_34178_127    2     1700  0.489  0.495  0.373  0.877  0.814  0.720  0.378  0.597
dDocent_Contig_34661_49    2     1694  0.465  0.487  0.369  0.881  0.816  0.723  0.382  0.602
dDocent_Contig_34750_126    2     1707  0.465  0.483  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_34906_104    2     1707  0.489  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_35005_26    2     1708  0.467  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_35150_40    2     1709  0.494  0.498  0.374  0.876  0.813  0.720  0.376  0.595
dDocent_Contig_35417_31    2     1704  0.471  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_35501_84    2     1698  0.477  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_35615_55    2     1705  0.462  0.482  0.366  0.884  0.817  0.724  0.385  0.605
dDocent_Contig_35672_58    2     1700  0.460  0.486  0.368  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_35678_122    2     1712  0.489  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_35680_97    2     1696  0.484  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_35700_7    2     1701  0.475  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_35704_10    2     1699  0.460  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_35834_131    2     1699  0.499  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_35939_76    2     1704  0.453  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_36137_129    2     1713  0.475  0.485  0.367  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_36443_13    2     1717  0.501  0.492  0.371  0.879  0.814  0.721  0.379  0.599
dDocent_Contig_36827_60    2     1700  0.464  0.491  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_36932_43    2     1705  0.457  0.489  0.369  0.880  0.815  0.722  0.381  0.601
dDocent_Contig_37005_31    2     1700  0.482  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_37040_137    2     1702  0.472  0.487  0.368  0.881  0.816  0.723  0.382  0.602
dDocent_Contig_37092_24    2     1703  0.490  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_37093_87    2     1709  0.497  0.489  0.370  0.880  0.815  0.722  0.381  0.601
dDocent_Contig_37281_61    2     1703  0.470  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_37519_22    2     1686  0.423  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_37774_66    2     1700  0.454  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_37987_54    2     1714  0.464  0.484  0.367  0.883  0.817  0.724  0.384  0.604
dDocent_Contig_38047_55    2     1708  0.504  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_38196_15    2     1707  0.483  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_38304_112    2     1700  0.494  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_38520_99    2     1710  0.481  0.491  0.370  0.879  0.815  0.722  0.380  0.599
dDocent_Contig_38995_47    2     1708  0.466  0.483  0.366  0.883  0.817  0.724  0.384  0.605
dDocent_Contig_39096_58    2     1723  0.497  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_39130_37    2     1711  0.476  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_39209_118    2     1706  0.499  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_39250_122    2     1704  0.483  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_39565_9    2     1700  0.478  0.493  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_39710_87    2     1706  0.477  0.494  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_39751_109    2     1701  0.479  0.500  0.375  0.875  0.813  0.719  0.375  0.594
